TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-05 15:33:23,1770305603856,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/ai/chat,POST,,200,7rft2-1770305603856-862029f31704,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,201,iad1,264,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGQ6ZJA4MB7KNF0XM5SWRGJ8,JDXhonrJKG0C,1
2026-02-05 15:33:20,1770305600797,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/ai/chat/history,GET,,200,qglz4-1770305600211-9c73e2dcbefa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",error,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"AI chat history error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async file:///var/task/api/handler.js:27648:27 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:20,1770305600798,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/ai/chat/history,GET,,200,qglz4-1770305600211-9c73e2dcbefa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",info,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,3:33:20 PM [express] GET /api/ai/chat/history 200 in 463ms :: [],prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:20,1770305600211,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/ai/chat/history,GET,,200,qglz4-1770305600211-9c73e2dcbefa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,464,iad1,264,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGQ6ZER8HS4MD2Q6MAZG3J5G,JDXhonrJKG0C,2
2026-02-05 15:33:20,1770305600555,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/heartbeat,POST,,200,tdkmn-1770305600210-45c5fdf2161a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",error,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"Heartbeat error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async file:///var/task/api/handler.js:28080:21 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:20,1770305600557,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/heartbeat,POST,,200,tdkmn-1770305600210-45c5fdf2161a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",info,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"3:33:20 PM [express] POST /api/gamification/heartbeat 200 in 239ms :: {""xpGained"":0,""message"":""Heartbeat failed silently""}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:20,1770305600210,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/heartbeat,POST,,200,tdkmn-1770305600210-45c5fdf2161a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,275,iad1,264,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGQ6ZER8HS4MD2Q6MAZG3J5G,JDXhonrJKG0C,2
2026-02-05 15:33:17,1770305597630,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/leaderboard-view,GET,,304,sgdjx-1770305597328-97d2a3db01df,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",error,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"Leaderboard view error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/api/handler.js:27892:22 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:17,1770305597632,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/leaderboard-view,GET,,304,sgdjx-1770305597328-97d2a3db01df,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",info,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,3:33:17 PM [express] GET /api/gamification/leaderboard-view 200 in 188ms :: [],prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:17,1770305597328,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/leaderboard-view,GET,,304,sgdjx-1770305597328-97d2a3db01df,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,196,iad1,264,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGQ6ZBZ994VTMWD1B5VHJ9V0,JDXhonrJKG0C,1
2026-02-05 15:33:17,1770305597230,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/today-time/2,GET,,200,9882n-1770305596932-bab4e6008766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",error,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"Today time error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async file:///var/task/api/handler.js:28240:24 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:17,1770305597232,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/today-time/2,GET,,200,9882n-1770305596932-bab4e6008766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",info,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"3:33:17 PM [express] GET /api/gamification/today-time/2 200 in 225ms :: {""userId"":2,""todayMinutes"":0,""formatted"":""0h 0m""}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:16,1770305596932,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/today-time/2,GET,,200,9882n-1770305596932-bab4e6008766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,232,iad1,311,2048,,prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,01KGQ6ZBHQEB4KC6YDXFC04CHD,QAyMXieKq29c,1
2026-02-05 15:33:17,1770305597268,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/ping,POST,,200,t8wt4-1770305596928-9b8f49d46645,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",error,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"Ping error: error: Tenant or user not found
    at file:///var/task/api/handler.js:15647:15
    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)
    at async file:///var/task/node_modules/drizzle-orm/node-postgres/session.js:83:22
    at async file:///var/task/api/handler.js:27911:24 {
  length: 52,
  severity: 'FATAL',
  code: 'XX000',
  detail: undefined,
  hint: undefined,
  position: undefined,
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: undefined,
  line: undefined,
  routine: undefined
}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
2026-02-05 15:33:17,1770305597270,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app/api/gamification/ping,POST,,200,t8wt4-1770305596928-9b8f49d46645,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Safari/605.1.15",info,production,main,MISS,function,/api/handler,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dashboard-sb-team-axgypkcrf-savonas-projects-0cd29dae.vercel.app,dpl_3gvSnyMW6JqoE5EYy5pkQiXPeb1H,,,,,"3:33:17 PM [express] POST /api/gamification/ping 200 in 202ms :: {""success"":false,""timestamp"":""2026-02-05T15:33:17.268Z""}",prj_qGPYigLYbjXekJ1FJ2yLASrWwrVs,,,,,
